restaurantname,Reviews
La Plage Club,"TomSoupart|Had amazing time here by the pool and having some food together. The area is clean and staff very professional, good job guys|nathanleyton|We visit La Plage almost every week. Great food, great people , great music and a fantastic atmosphere to boot. Don't pass by Cebu without a visit.|Bewick S|We have been here many time of the past year, and have always had a good night Imran and his wonderful staff look after you so well and make the night very special|JennaLemoel|Great time at la plage ! It's a very nice place to hang out with your friends on some good tunes. I recommend !|cocoys2015|A very enjoyable place, great entertainment,Superb service and delicious food we will defenitely coming back"
